symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CHRNA4	0.7229071802295628	0.6117418370446779	No data	0.3240411347031696	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	0.9952552528977979	No data	No data	No data	No data	No data	No data	0.3945708969288947	No data	No data	1	1	0	1	1	0	0.2025500000000001	0	-0.11168993540320904	-0.7268094584579393	0	-1	No data	0	0.5	0.5
SLC6A3	0.7146785299306724	No data	No data	0.2947483462436747	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.985717590343584	No data	No data	No data	No data	No data	No data	0.41134463861059506	No data	No data	1	0	0	1	1	0	0.6532249999999997	0	-0.8223588247551573	-0.8776254505243005	0	-1	No data	-0.16129	1	1
DRD2	0.6912946803330704	0.609656834325224	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9750146298340027	No data	No data	No data	No data	No data	No data	0.43642883624787426	No data	No data	1	1	0	1	1	0	0.7855550000000001	1	-0.5752240050010419	-0.9552199751574719	0	-1	No data	0	0.75	0
GABRA2	0.6895846744337574	No data	No data	0.5592963338026914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.3106104269122927	No data	No data	1	1	0	1	1	0	0.8891350000000002	No data	-0.8510106272140029	-0.8873353578227341	0	-1	No data	-0.4068725000000001	1	0.5
ALDH2	0.6494945415495965	0.19099670504391458	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.903846549960551	No data	No data	No data	No data	No data	No data	0.5213093739852376	No data	No data	1	0	0	1	1	1	0.75822	No data	0.22650552198374663	-0.9235787324090616	0	-1	No data	-0.3230174999999999	0.5	-1
OPRM1	0.6211835193163913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9979748824651691	No data	No data	No data	No data	No data	No data	0.47649676837824406	No data	No data	1	1	0	1	1	0	0.5625	0	0.4585330277141071	-0.7312691704091201	0	-1	No data	0	0.5	0.5
GABBR2	0.6205565045680632	No data	No data	0.2647876362930616	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9526860976875634	No data	No data	No data	No data	No data	No data	0.08483951130423369	No data	No data	1	1	0	1	0	0	0.8990450000000003	No data	-0.9258178787247343	-0.720012644525361	0	No data	No data	0	1	0.5
OPRK1	0.6157156356915119	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9970925990905658	No data	No data	No data	No data	No data	No data	0.31425736847905267	No data	No data	1	1	0	1	1	0	0.6842100000000002	1	0.46197124400916856	-0.276899951827744	0	-1	No data	0	0.5	0.5
HTR2A	0.6136830411778441	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9681833968889649	No data	No data	No data	No data	No data	No data	0.11646910508005998	No data	0.773808093133272	1	1	0	1	1	0	0.5753700000000002	1	-0.4718691394040425	-0.17439265309339924	0	-1	No data	0	1	0.5
OPRD1	0.6113605594355961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9957438376243618	No data	No data	No data	No data	No data	No data	0.19795720287246985	No data	No data	1	1	0	1	1	0	0.67742	1	0.3413211085642842	-0.17077894484562928	0	-1	No data	0	0.5	1
GRIN2A	0.6090398426365911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9799722845544029	No data	No data	No data	No data	No data	No data	0.4370402059688785	No data	No data	1	0	0	1	1	0	0.7643450000000002	1	-0.9013336111689936	-0.32209325976066877	0	-1	-1	0	1	0.5
CHRNB2	0.6085428228368501	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9952552528977979	No data	No data	No data	No data	No data	No data	0.11502964249460247	No data	No data	1	1	0	1	1	1	0.36255000000000026	No data	-0.1115857470306314	-0.8696237317165048	0	-1	No data	-0.058765	0.75	0.5
SLC6A2	0.6063066767978859	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9872324715989509	No data	No data	No data	No data	No data	No data	0.20191945973971334	No data	No data	1	0	0	1	1	0	0.7082650000000001	0	-0.527714107105647	-0.8541480885180219	0	-1	No data	-0.1693674999999999	0.5	0.5
GABRB3	0.6049776060460158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822605042846759	No data	No data	No data	No data	No data	No data	0.25763439669798055	No data	No data	1	1	0	1	1	0	0.6300199999999997	No data	-0.7032715148989372	-0.9013792487197583	0	-1	No data	-0.46617250000000005	0.5	0
GABRG3	0.6037703423401332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.11136954472912891	No data	No data	1	1	0	1	1	0	0.796575	No data	-0.645446968118358	No data	0	-1	No data	-0.15417500000000003	0.5	0.5
GABRA1	0.6034763619466311	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.10169803623977466	No data	No data	1	1	0	1	1	0	0.923245	No data	-0.6705563659095645	-0.90622507121243	0	-1	No data	-0.38596499999999984	0.75	0.5
GABRB2	0.6032598270401757	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822605042846759	No data	No data	No data	No data	No data	No data	0.2011220761316045	No data	No data	1	1	0	1	1	0	0.9707050000000003	No data	-0.6455511564909355	-0.2859799453667586	0	No data	No data	-0.33105499999999993	1	0.5
GABRG2	0.6032223058337552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9876070942769477	No data	No data	No data	No data	No data	No data	0.0929558855769654	No data	No data	1	1	0	1	1	0	0.94737	No data	-0.6279433215253178	-0.9311183169817097	0	-1	No data	-0.3157900000000001	0.75	0
GABRG1	0.6028457767369969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.08095274048862748	No data	No data	1	1	0	1	1	0	0.7634399999999999	No data	-0.127318191289852	No data	0	-1	No data	-0.3548400000000001	1	0.5
GABRB1	0.6020967771445849	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822979213643738	No data	No data	No data	No data	No data	No data	0.16211115925242953	No data	No data	1	1	0	1	1	0	0.9050649999999998	No data	-0.747551573244426	-0.3025500666184963	0	No data	No data	-0.47784750000000004	0.5	0.5
GABRA5	0.6016324255418529	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.04103532883878443	No data	No data	1	1	0	1	1	0	0.7727249999999998	0	-0.6651385705355282	-0.8135521146075794	0	-1	No data	-0.2640699999999999	1	0.5
GRIN2B	0.601406592339766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	0.19497857279973202	No data	No data	1	1	0	1	1	0	0.9258749999999999	0	-0.9961450302146281	-0.9036682871607882	0	-1	No data	0	1	1
GABRA3	0.6010318582779903	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9875878897582194	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	1	0	1	1	0	0.8069099999999999	No data	-0.25932485934569705	-0.17077894484562928	0	-1	No data	-0.17174750000000003	0.75	0.5
GABRD	0.6010162237163904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	0.1275555988259469	No data	No data	1	0	0	1	1	0	0.579645	No data	-0.8321525317774536	-0.6917524958398502	0	No data	No data	0	1	0.5
GABRP	0.5993943359328995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	0.07419795384849835	No data	No data	1	1	0	1	0	0	0.636365	No data	0.5429256095019797	No data	0	No data	No data	0	0.5	-1
GABRA4	0.5992589259805858	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	1	1	0	1	1	0	0.5126350000000002	No data	-0.6210668889351949	No data	0	-1	No data	0	0.75	0.5
GRIN3A	0.5985665422060501	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	0.10154523647679471	No data	No data	1	1	0	1	1	0	0.6681600000000003	No data	-0.6444050843925817	0	0	-1	No data	0	1	0.5
GABRA6	0.5984857854567995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	0.04430802296592698	No data	No data	1	0	0	1	1	0	0.5695349999999998	No data	0.5229214419670765	No data	0	-1	No data	-0.28256000000000014	1	1
GABRE	0.597138974869686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	0	0	0	No data	0.14232131694102934	-0.022060910089015118	0	No data	No data	0	0.5	0
GABRQ	0.597138974869686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9822482710460914	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	0	0	0	No data	No data	No data	0	No data	No data	0	0.75	0.5
GRIN3B	0.5968350445096441	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	0.044581591824852204	No data	No data	1	1	0	1	1	0	0	No data	0.08533027714107111	-0.2780626372451733	0	-1	No data	0	0.5	0.5
GRIN1	0.596269635519826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	0.02598049472500521	No data	No data	1	1	0	1	1	0	0.9520249999999997	No data	-0.7442175453219421	-0.9386502324994186	0	-1	No data	0	1	0.5
SCN4A	0.5959982305450426	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9803718332523077	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.6214599999999997	No data	-0.6547197332777662	-0.8611597120123354	0	No data	No data	-0.264705	0.75	0.5
GRIN2C	0.5958494982304848	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.4160600000000002	No data	-0.24005001041883722	-0.17077894484562928	0	-1	No data	0	1	0.5
GRIN2D	0.5954799183758002	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9795192490909547	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8315849999999998	No data	-0.9263388205876224	-0.6130568318585405	0	-1	No data	0	0.5	0.5
SCN11A	0.5929817249800173	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	1	1	0	0	1	0	0	No data	-0.10335486559699936	-0.2834589605852611	0	No data	No data	0	0.5	0.5
SCN9A	0.5922425652706479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.660465	1	-0.24901021046051264	-0.8488954393501088	0	No data	No data	-0.4567399999999999	0.5	0
SCN8A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9318199999999998	No data	-0.9578037091060637	-0.9487970238105026	0	No data	No data	-0.4217175000000001	0.75	0.5
SCN10A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.11809999999999973	0	0.13033965409460313	-0.7917212535510667	0	-1	No data	-0.03246500000000001	No data	No data
SCN3A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7375	No data	-0.9175869972911023	-0.45806794162493086	0	No data	No data	-0.68875	0.5	0.5
SCN1A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9079149999999998	No data	-0.9937486976453428	-0.9660827336174976	0	-1	No data	-0.6864100000000001	0.5	0.5
SCN2A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9027450000000001	1	-0.9605126067930819	-0.7880557324349885	0	No data	No data	-0.6907724999999999	1	0.5
SCN7A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	No data	-0.15565742863096477	No data	0	No data	No data	0	0.5	0
SCN5A	0.5918729854159632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9735861182576303	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7146399999999999	No data	-0.7443217336945197	-0.976716866412147	0	-1	No data	-0.09925499999999995	1	0.5
ADRA2A	0.5894455017543951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.965264418764117	No data	No data	No data	No data	No data	No data	0.0865734639319535	No data	No data	1	1	0	1	1	0	0.6236550000000001	0	0.3796624296728486	-0.7860525957530664	0	-1	No data	0	0.5	0
ADRA2C	0.5886618672788109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.965264418764117	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0.5562750000000001	0	-0.3704938528860179	-0.05377051238253633	0	-1	No data	0	0.5	0
PTGS2	0.5868945298199847	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.965396936831821	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.3377499999999998	0	-0.8072515107314024	-0.9747515556027039	0	-1	No data	-0.027317500000000015	0.5	0
ADRA2B	0.5868139680053874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.965264418764117	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.12222000000000008	1	No data	-0.8410782060696528	0	-1	No data	0	-1	0
GABBR1	0.5864436702734823	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9526860976875634	No data	No data	No data	No data	No data	No data	0.2393841885085004	No data	No data	1	0	0	1	1	0	0.9323599999999999	No data	-0.8572619295686601	-0.8742876294213122	0	No data	No data	0	1	0
SLC6A4	0.5832131582033313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9437932751770417	No data	No data	No data	No data	No data	No data	0.31096169766699994	No data	No data	1	0	0	1	1	0	0.6269849999999998	1	-0.591373202750573	-0.9473682708582948	0	-1	No data	0	0.75	0.5
PTGS1	0.5829209533045993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9588607051900019	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.48247	1	-0.15784538445509477	-0.9397369417042986	0	-1	No data	-0.040067499999999964	0.5	0
CACNA2D1	0.5795990386145834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9524845115717945	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.7891849999999998	No data	-0.8323609085226089	-0.7041181806021576	0	No data	No data	0	0.5	0
HTR2C	0.5788463446421543	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9480670831091735	No data	No data	No data	No data	No data	No data	0.0818240045756127	No data	No data	1	1	0	1	1	0	0.5305700000000002	1	-0.053657011877474514	-0.9010662474293912	0	-1	No data	0	0.75	0.5
ADH1B	0.5764414236895732	0.8017500943671677	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43505312194273643	No data	No data	1	1	0	0	1	1	0.16000000000000014	No data	0.3908105855386539	-0.5208529541661028	0	-1	No data	-0.8600000000000001	0.5	0
HTR3A	0.5748654214865203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9417298232845698	No data	No data	No data	No data	No data	No data	0.07760287492418946	No data	No data	1	1	0	1	1	0	0.25732	0	0.2829756199208169	-0.7206398364048522	0	-1	No data	0	0.75	0.5
FAAH	0.5586760324652646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9091425869656647	No data	No data	No data	No data	No data	No data	0.19674128871345853	No data	No data	1	0	0	1	1	0	0.1968899999999998	1	0.17722442175453224	-0.3149027894336745	0	-1	No data	0	-1	-1
ADH1C	0.5567381461266667	0.736708713239859	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36462264551716966	No data	No data	1	1	0	0	1	1	0.25333499999999987	No data	No data	-0.5208529541661028	0	-1	No data	-0.8600000000000001	0.75	0
GRIK3	0.5555517191532681	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	0.1124891506147303	No data	No data	1	1	0	0	1	0	0.9510350000000003	No data	-0.8962283809126902	-0.27044965615508454	0	-1	No data	-0.4396075	0.5	0
HTR1A	0.5551968886920634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9070633360527455	No data	No data	No data	No data	No data	No data	0.12386776047708532	No data	No data	1	1	0	1	1	0	0.40758500000000025	1	-0.2592206709731194	-0.2932470330880932	0	-1	No data	0	0.75	0.5
GRIA1	0.5545404709658762	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9083512570211364	No data	No data	No data	No data	No data	No data	0.07651419479438902	No data	No data	1	1	0	1	1	0	0.8951450000000001	No data	-0.8131902479683267	-0.35302347899574427	0	No data	No data	-0.19149999999999992	0.75	0.5
GRIK1	0.5545315247627322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	0.07892630449658873	No data	No data	1	1	0	1	1	1	0.8735500000000002	0	-0.23275682433840383	0	0	No data	No data	-0.35985249999999985	0.75	0.5
GRIA4	0.5543577540441956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9083512570211364	No data	No data	No data	No data	No data	No data	0.07050308555634772	No data	No data	1	0	0	1	1	0	0.9279400000000002	No data	-0.5892894352990206	-0.3394974170031073	0	No data	No data	-0.29323750000000004	0.75	0.5
GRIA3	0.5540626034658015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9083512570211364	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0.94407	No data	-0.8946655553240258	-0.2829566734965899	0	-1	No data	-0.30928499999999987	0.5	0
GRIA2	0.553600777749032	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9083512570211364	No data	No data	No data	No data	No data	No data	0.04559971503662643	No data	No data	1	1	0	1	1	1	0.988675	No data	-0.8294436340904355	-0.9091797153086617	0	No data	No data	-0.2723675	0.75	0
NR3C1	0.5532106697644508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8941949420202694	No data	No data	No data	No data	No data	No data	0.3158920548034316	No data	No data	1	0	0	1	1	1	0.5109400000000001	1	-0.7278599708272557	-0.9536043719349752	0	-1	No data	0	-1	-1
TRPV1	0.5528165143509782	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9066612367713315	No data	No data	No data	No data	No data	No data	0.053599045267801494	No data	No data	1	1	0	1	1	0	0.3444600000000001	1	0.213481975411544	-0.9136042126561694	0	-1	No data	0	0.5	-1
GRIK5	0.5526868079825018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.9438749999999999	0	-0.7773494478016254	-0.8450022659696879	0	No data	No data	-0.18367250000000013	0.5	0
CA4	0.5525020180551594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	0	0	0	0.2917274432173369	-0.6007611519457762	0	No data	No data	0	0.5	0
CA2	0.5521324382004748	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	1	0	0	0.5180245884559282	-0.31551310261872967	0	No data	No data	-0.009614999999999974	0.5	0
GRIK2	0.5521324382004748	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9504399999999997	No data	-0.8088143363200667	-0.30076242454323804	0	No data	No data	-0.4631049999999998	1	0.5
GRIK4	0.5521324382004748	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9082159357111673	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0.8797049999999998	No data	-0.6172119191498229	-0.07427605519901348	0	No data	No data	-0.22594250000000002	0.5	0.5
OXTR	0.5520634888922692	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.888202955788555	No data	No data	No data	No data	No data	No data	0.3979912709229788	No data	No data	1	1	0	1	1	0	0.60154	1	0.41779537403625766	-0.2765090543635734	0	No data	No data	0	1	0.5
ALDH5A1	0.5496913703744963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9029847029000613	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	0	1	1	0.17757000000000006	No data	0.03396540946030413	-0.6916102638674967	0	No data	No data	0	0.5	-1
ASXL1	0.5271125410717585	No data	0.8670601047728239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.14482183788289227	-0.9309036605712514	0	No data	-1	0	-1	-1
DRD3	0.5268360101922612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8539035701143082	No data	No data	No data	No data	No data	No data	0.25403324719179954	No data	No data	1	1	0	1	1	0	0.5125	1	-0.12908939362367156	-0.9035566226659605	0	-1	No data	0	1	1
HTR4	0.5266923573539983	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.865457038266544	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.6649500000000004	0	-0.3163158991456554	-0.6442877728296464	0	-1	No data	0	0.75	0.5
SLC18A2	0.5262180810946733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8565076854268635	No data	No data	No data	No data	No data	No data	0.1816220120555081	No data	No data	1	0	0	1	1	0	0.6206249999999998	No data	-0.4845801208585122	-0.9124387881657864	0	-1	No data	-0.09046749999999992	0.5	0
DRD4	0.525201416876067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8516519585851267	No data	No data	No data	No data	No data	No data	0.24528984006745283	No data	No data	1	1	0	1	1	0	0	1	0.8782037924567618	-0.2716150181121571	0	-1	No data	0	-1	0
ADRB2	0.5194926264942028	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8533100623012705	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	1	1	1	0.4067799999999998	1	-0.3875807459887477	-0.9089583874335985	0	-1	No data	0	-1	0
ADRB1	0.48724621218212316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7981478450198182	No data	No data	No data	No data	No data	No data	0.0667035180712751	No data	No data	1	1	0	1	1	0	0.4549250000000001	0	0.644613461137737	-0.5294145467853534	0	-1	No data	0	0.5	0
PGR	0.4865487832178604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7983146022027215	No data	No data	No data	No data	No data	No data	0.040424020647852735	No data	No data	1	0	0	1	1	1	0.008574999999999732	0	-0.5358408001667014	-0.8141382146234721	0	-1	No data	0	0.75	0
CACNA1B	0.47713095623575563	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7833243659803374	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	0.5681899999999999	No data	-0.8395499062304647	-0.8993863846203504	0	No data	No data	-0.09149250000000002	1	0.5
SV2A	0.47620700659904386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7833243659803374	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.9460900000000002	No data	-0.6104396749322776	-0.6569928466796201	0	No data	No data	-0.05997249999999994	0.5	0
SRD5A2	0.4625291881379043	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	0	0	0	No data	0	0	No data	No data	0	0.75	0.5
SRD5A1	0.46243679317423314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	1	0	0	1	1	0	0	0	0.4407168160033341	0	0	No data	No data	0	0.5	0
SRD5A3	0.4619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.04087999999999994	No data	0.07866222129610345	-0.7969974440798511	0	No data	No data	No data	-1	-1
ADRA1D	0.4608373952113282	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7550028683217526	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	1	0	1	1	0	0.21328499999999978	1	0.46488851844134205	-0.8229130970392914	0	No data	No data	0	0.5	0
