Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,8,-1.6922,42,0.79206,15,-0.9249,34,0.43750,37,0.60995,27,0.09424,25,-0.0578,27,0.09626
ENSG00000188976,NOC2L,42,-0.5335,65,0.15067,47,-0.3957,100,0.87856,90,0.69110,45,-0.4612,62,0.07377,46,-0.3711
ENSG00000188290,HES4,35,-2.2178,143,-0.1181,135,-0.2288,144,-0.1024,166,0.12110,146,-0.0903,229,0.65429,257,0.85541
ENSG00000187608,ISG15,58,0.48563,40,-0.0950,33,-0.4568,40,-0.1200,19,-1.2702,18,-1.4305,91,1.27055,79,1.02108
ENSG00000188157,AGRN,50,0.48411,20,-0.9440,31,-0.3436,14,-1.4453,10,-1.9436,9,-2.2248,24,-0.6716,174,2.95637
ENSG00000131591,C1orf159,32,0.63727,16,-0.4259,19,-0.2481,21,-0.0682,43,1.15997,23,0.11983,4,-2.5438,16,-0.4476
ENSG00000078808,SDF4,140,0.58149,113,0.22757,83,-0.2887,57,-0.8338,108,0.16279,90,-0.1471,106,0.13022,108,0.16131
ENSG00000176022,B3GALT6,27,-0.1721,54,0.96432,26,-0.2883,13,-1.3100,42,0.51192,32,0.09658,25,-0.2994,27,-0.1900
ENSG00000160087,UBE2J2,58,0.52023,50,0.28215,28,-0.6631,3,-3.6775,41,-0.0323,40,-0.0801,28,-0.6078,102,1.51763
ENSG00000131584,ACAP3,156,-0.0367,112,-0.5498,144,-0.1869,42,-2.0199,373,1.45401,159,-0.0006,107,-0.6280,199,0.35744
ENSG00000127054,INTS11,83,0.57387,54,-0.1297,62,0.09522,22,-1.5215,79,0.47725,54,-0.1375,48,-0.3251,69,0.25758
ENSG00000224051,CPTP,35,0.12387,50,0.70133,21,-0.7016,21,-0.6422,35,0.09512,28,-0.2711,26,-0.3759,60,1.00865
ENSG00000107404,DVL1,75,0.40559,58,-0.0052,45,-0.4635,42,-0.5018,79,0.48974,63,0.12335,66,0.18364,50,-0.2629
ENSG00000175756,AURKAIP1,167,0.17543,305,1.19777,110,-0.5290,187,0.35730,107,-0.5333,100,-0.6890,132,-0.2010,179,0.28788
ENSG00000221978,CCNL2,107,0.55274,39,-1.0556,63,-0.3281,73,-0.0685,70,-0.1346,68,-0.1952,76,-0.0096,135,0.94993
ENSG00000242485,MRPL20,118,-0.2754,168,0.28666,131,-0.1200,148,0.08831,128,-0.1448,150,0.12093,86,-0.7661,193,0.52092
ENSG00000235098,ANKRD65,75,1.90449,29,0.23564,27,0.12158,12,-1.1149,31,0.34539,17,-0.6925,15,-0.7831,2,-3.5198
ENSG00000179403,VWA1,532,3.56487,8,-3.5989,52,-0.9886,25,-1.9747,17,-2.5576,48,-1.1276,64,-0.5988,88,-0.0991
ENSG00000205090,TMEM240,7,-3.0787,28,-1.2045,49,-0.3873,36,-0.8189,107,0.94058,95,0.84720,71,0.24964,72,0.27665
ENSG00000160075,SSU72,100,-0.8413,244,0.56715,147,-0.2762,118,-0.5941,151,-0.2053,184,0.11507,252,0.62208,196,0.20571
ENSG00000228594,FNDC10,20,-0.9305,133,2.28061,22,-0.9170,43,0.19900,28,-0.4812,32,-0.2741,27,-0.5256,18,-1.1529
ENSG00000272106,AL691432.2,26,-0.9907,15,-1.7868,38,-0.4975,48,-0.0560,63,0.37900,85,1.02127,46,-0.1182,57,0.19913
ENSG00000197530,MIB2,49,0.03136,37,-0.4165,47,-0.0338,33,-0.5819,81,0.86296,42,-0.2587,71,0.63913,32,-0.6220
ENSG00000189339,SLC35E2B,23,-0.0256,16,-0.5252,19,-0.2875,25,0.13913,19,-0.2735,37,0.88041,23,-0.0033,12,-1.0258
ENSG00000008130,NADK,29,-0.1456,10,-1.6994,29,-0.1632,29,-0.1174,39,0.34519,26,-0.3121,21,-0.6709,78,1.53603
ENSG00000078369,GNB1,177,-1.1749,554,0.62344,330,-0.2415,447,0.26959,485,0.40198,400,0.09732,267,-0.5522,397,0.07543
ENSG00000187730,GABRD,32,-3.4830,113,-1.6543,324,-0.0470,186,-0.9046,642,1.10710,464,0.63114,235,-0.5439,539,0.80048
ENSG00000067606,PRKCZ,54,-2.3090,353,0.58991,206,-0.3103,285,0.23823,332,0.49122,300,0.37040,195,-0.3660,227,-0.1256
ENSG00000162585,FAAP20,96,0.73557,83,0.48954,37,-0.8677,110,0.97128,17,-1.9137,51,-0.3088,84,0.52036,46,-0.4436
ENSG00000157933,SKI,63,0.40069,21,-1.2742,51,0.09366,21,-1.2630,54,0.16519,41,-0.2971,111,1.38857,33,-0.6041
ENSG00000157916,RER1,110,0.36593,132,0.66296,54,-0.8204,155,0.94546,72,-0.3227,77,-0.2369,83,-0.0961,65,-0.4731
ENSG00000157911,PEX10,26,0.15409,34,0.61660,27,0.26562,12,-1.0667,25,0.09559,20,-0.2413,17,-0.5337,26,0.16789
ENSG00000149527,PLCH2,20,-0.2219,30,0.42466,21,-0.1753,15,-0.6859,35,0.66858,22,-0.1086,20,-0.2052,26,0.17043
ENSG00000157881,PANK4,5,-2.3747,36,0.56131,23,-0.1488,2,-3.4465,41,0.78681,40,0.84893,11,-1.1937,32,0.38101
ENSG00000197921,HES5,21,-0.3011,2,-3.6791,33,0.46118,2,-3.3402,14,-0.8700,29,0.22289,42,0.79673,51,1.14107
ENSG00000157870,PRXL2B,17,-1.8727,101,0.88926,55,-0.1139,56,-0.0816,62,0.07291,45,-0.4583,59,-0.0058,94,0.76656
ENSG00000177133,PRDM16-DT,7,-2.3230,11,-1.6864,46,0.50576,20,-0.8459,9,-1.9773,25,-0.5755,77,1.33040,82,1.46891
ENSG00000158109,TPRG1L,50,-2.2395,348,0.77041,187,-0.2704,191,-0.2136,358,0.81874,234,0.12737,218,-0.0040,175,-0.3449
ENSG00000130764,LRRC47,93,-0.0479,149,0.71778,65,-0.6748,138,0.58586,115,0.28630,82,-0.2847,80,-0.2863,93,-0.0485
ENSG00000116198,CEP104,53,1.49599,0,-4.8635,21,-0.0861,9,-1.3309,12,-0.8495,23,0.08580,27,0.35773,29,0.45608
ENSG00000196581,AJAP1,22,-1.4834,123,1.27376,45,-0.4331,58,-0.0018,97,0.84044,61,0.10279,37,-0.6881,30,-1.0240
ENSG00000069424,KCNAB2,17,-2.9803,129,0.05746,140,0.22048,186,0.66000,169,0.50410,138,0.18612,59,-1.1570,127,0.03990
ENSG00000116254,CHD5,8,-2.4374,172,2.64036,14,-1.7176,53,0.37314,15,-1.4957,51,0.38379,6,-2.8760,31,-0.4457
ENSG00000116251,RPL22,710,1.24521,210,-0.7553,297,-0.2415,352,0.05275,202,-0.8165,306,-0.1915,414,0.31465,312,-0.1414
ENSG00000116237,ICMT,38,-1.1054,90,0.21107,79,0.01524,59,-0.4611,122,0.71989,85,0.13501,61,-0.4058,89,0.19865
ENSG00000097021,ACOT7,41,-2.9385,624,1.31692,206,-0.5824,438,0.69094,391,0.50028,277,-0.0673,206,-0.5272,212,-0.4816
ENSG00000215788,TNFRSF25,8,-2.0521,0,-7.1875,37,0.24556,44,0.49058,51,0.74305,44,0.60218,33,0.02239,24,-0.4303
ENSG00000162408,NOL9,46,0.28299,13,-1.6099,39,0.04105,33,-0.2402,33,-0.2385,50,0.49723,38,0.00865,41,0.12047
ENSG00000162413,KLHL21,34,-0.5917,27,-0.9509,33,-0.7167,71,0.57407,57,0.23118,63,0.45153,63,0.39227,52,0.08751
ENSG00000007923,DNAJC11,15,-1.6089,39,-0.1278,51,0.31228,20,-1.1558,58,0.50416,58,0.55734,44,0.05965,34,-0.3672
ENSG00000171735,CAMTA1,79,-1.1423,170,0.03510,150,-0.1809,215,0.41903,234,0.55793,157,-0.1000,147,-0.1921,202,0.31576
ENSG00000049245,VAMP3,223,2.92436,38,-0.3926,21,-1.3908,5,-3.3157,38,-0.3967,21,-1.3747,30,-0.7619,68,0.54011
ENSG00000049246,PER3,96,0.84848,35,-0.7662,47,-0.3623,89,0.72210,26,-1.2205,49,-0.2697,77,0.46995,60,0.05729
ENSG00000116288,PARK7,280,-0.0863,551,1.04421,265,-0.1906,239,-0.3325,237,-0.3475,254,-0.2685,266,-0.1637,342,0.23513
ENSG00000162426,SLC45A1,0,-8.1745,48,0.28316,40,-0.0467,53,0.42257,59,0.61113,52,0.46130,27,-0.6143,35,-0.2179
ENSG00000142599,RERE,114,0.18859,133,0.43479,79,-0.4342,42,-1.3426,129,0.38897,75,-0.5225,119,0.25256,170,0.84912
ENSG00000074800,ENO1,400,-1.2379,951,0.10554,789,-0.2161,716,-0.3461,1025,0.22765,1135,0.45157,1110,0.35795,857,-0.0620
ENSG00000171612,SLC25A33,46,0.78400,29,0.01694,21,-0.4950,24,-0.2455,28,-0.0414,19,-0.6579,39,0.50192,38,0.45053
ENSG00000171603,CLSTN1,264,-1.2075,1068,1.03584,469,-0.3607,1015,0.94682,532,-0.1252,510,-0.2129,503,-0.2130,413,-0.5215
ENSG00000178585,CTNNBIP1,51,0.39275,76,1.08438,18,-1.3267,131,2.13173,14,-1.5768,16,-1.4580,27,-0.6135,30,-0.4158
ENSG00000162441,LZIC,92,2.00236,28,-0.0946,27,-0.1819,14,-1.1655,12,-1.3980,25,-0.3184,19,-0.6577,29,-0.0539
ENSG00000130939,UBE4B,59,0.44193,62,0.53463,38,-0.2624,52,0.23418,56,0.35132,25,-0.9952,32,-0.5068,60,0.47835
ENSG00000054523,KIF1B,439,0.74526,179,-0.6937,215,-0.4542,371,0.46313,282,0.01505,269,-0.0701,241,-0.2367,313,0.18461
ENSG00000142657,PGD,44,-0.6550,125,1.06027,48,-0.5600,152,1.41249,57,-0.2379,52,-0.4273,31,-1.1732,55,-0.2975
ENSG00000241563,CORT,75,-3.5866,20,-5.4566,61,-4.0438,7882,7.61281,2,-8.6962,20,-5.6342,77,-3.5411,21,-5.4086
ENSG00000160049,DFFA,58,0.89481,56,0.83601,23,-0.6634,57,0.86012,11,-1.6815,37,0.17750,18,-0.9892,17,-1.0125
ENSG00000142655,PEX14,2,-3.6389,35,0.28139,22,-0.4462,43,0.65739,39,0.46689,46,0.88250,8,-1.9035,26,-0.1578
ENSG00000120948,TARDBP,155,1.11845,80,0.00610,50,-0.8072,77,-0.0502,74,-0.1196,80,0.00418,57,-0.5239,94,0.27305
ENSG00000116649,SRM,62,-1.3517,189,0.38965,107,-0.5728,195,0.44061,167,0.18359,186,0.41745,190,0.39897,98,-0.6497
ENSG00000171824,EXOSC10,57,0.96984,0,-5.3443,31,-0.0661,25,-0.3598,24,-0.4229,28,-0.2036,58,0.99448,35,0.15264
ENSG00000198793,MTOR,26,-0.8851,35,-0.4146,43,-0.1154,46,-0.0004,45,-0.0504,49,0.10114,52,0.19054,73,0.75552
ENSG00000116661,FBXO2,90,-0.9417,225,0.49743,159,-0.0658,181,0.14504,228,0.52094,153,-0.1389,112,-0.6123,194,0.25701
ENSG00000132879,FBXO44,35,-2.9181,360,0.65529,176,-0.5536,311,0.41111,405,0.85904,294,0.36329,174,-0.5192,191,-0.3674
ENSG00000116670,MAD2L2,41,-0.1099,32,-0.4817,33,-0.4669,83,1.08287,66,0.68798,34,-0.4399,34,-0.4045,45,0.06868
ENSG00000177000,MTHFR,20,-0.2061,32,0.48665,22,-0.1032,27,0.20172,37,0.72870,18,-0.4200,12,-1.0401,26,0.17034
ENSG00000011021,CLCN6,41,-0.2616,82,0.85513,36,-0.5280,54,0.16619,42,-0.2395,52,0.10609,23,-1.1727,71,0.60060
ENSG00000116685,KIAA2013,81,0.91877,54,0.23976,29,-0.8163,17,-1.5528,33,-0.5198,49,0.07563,54,0.24607,71,0.69824
ENSG00000083444,PLOD1,12,-1.5814,55,0.71684,31,-0.2562,55,0.71393,24,-0.5859,19,-1.0191,63,0.95308,45,0.38591
ENSG00000116688,MFN2,52,-1.2194,185,0.78537,95,-0.3364,78,-0.6055,145,0.37923,176,0.81895,78,-0.6097,69,-0.7943
ENSG00000116691,MIIP,18,-0.4763,26,0.04715,32,0.41263,5,-2.3299,32,0.37150,30,0.33616,26,0.03617,21,-0.2788
ENSG00000048707,VPS13D,35,-1.0440,93,0.50800,50,-0.5159,111,0.80771,68,-0.0094,57,-0.3056,65,-0.0765,94,0.52454
ENSG00000162496,DHRS3,12,-2.1669,14,-1.9660,40,-0.4457,214,2.65641,17,-1.6627,30,-0.9133,60,0.22991,59,0.22309
ENSG00000116731,PRDM2,66,0.34223,65,0.30545,54,0.02551,21,-1.4257,69,0.41625,65,0.34354,36,-0.6239,41,-0.4331
ENSG00000189337,KAZN,48,-0.0774,50,-0.0032,35,-0.6448,84,0.84070,46,-0.1409,65,0.46471,26,-1.0111,51,0.01309
ENSG00000116138,DNAJC16,27,-0.3155,20,-0.8049,29,-0.2541,32,-0.0818,37,0.15494,51,0.80411,32,-0.0445,26,-0.3789
ENSG00000116786,PLEKHM2,53,0.10694,65,0.43608,43,-0.2364,31,-0.7326,49,-0.0073,45,-0.1468,78,0.73867,42,-0.2665
ENSG00000065526,SPEN,97,1.62927,20,-0.9926,22,-0.8748,27,-0.4899,10,-1.9764,31,-0.3389,40,0.10060,75,1.16152
ENSG00000116809,ZBTB17,37,1.05125,8,-1.2523,22,0.25311,9,-1.1314,8,-1.3185,18,-0.1089,16,-0.3140,35,0.95838
ENSG00000037637,FBXO42,29,0.22788,16,-0.6895,14,-0.9372,26,0.03346,35,0.50439,34,0.54178,27,0.09585,24,-0.1041
ENSG00000055070,SZRD1,90,1.39836,12,-1.8266,26,-0.6805,49,0.33525,33,-0.2857,27,-0.6253,68,0.88471,36,-0.1334
ENSG00000159363,ATP13A2,42,-1.9893,391,1.56855,108,-0.6513,230,0.62327,189,0.29339,125,-0.4081,201,0.39643,56,-1.5946
ENSG00000117118,SDHB,55,-0.1579,75,0.33545,52,-0.2697,61,0.00971,51,-0.2816,70,0.24859,72,0.27439,51,-0.2977
ENSG00000117115,PADI2,596,3.83985,60,-0.7356,38,-1.5272,34,-1.6087,21,-2.3136,35,-1.6684,70,-0.5082,40,-1.3703
ENSG00000074964,ARHGEF10L,19,-0.3033,13,-0.8253,25,0.15316,15,-0.6628,13,-0.8097,22,-0.0298,52,1.40122,21,-0.1317
ENSG00000159423,ALDH4A1,62,0.92436,11,-1.7350,28,-0.4109,20,-0.8791,13,-1.5495,36,0.01814,40,0.20280,81,1.39674
ENSG00000127463,EMC1,32,-0.5596,48,0.05645,41,-0.2220,36,-0.3777,53,0.22435,33,-0.5873,69,0.65432,77,0.82688
ENSG00000053372,MRTO4,8,-2.1222,51,0.58325,35,-0.0024,7,-2.3176,52,0.60671,66,1.22745,8,-2.2534,26,-0.4723
ENSG00000053371,AKR7A2,51,-0.1023,54,-0.0029,49,-0.1725,57,0.06471,40,-0.4797,55,0.02165,69,0.37120,65,0.27986
ENSG00000077549,CAPZB,165,-0.0963,288,0.82098,109,-0.8166,192,0.14882,153,-0.2160,145,-0.3302,204,0.24548,242,0.52978
ENSG00000173436,MICOS10,161,-0.0740,317,1.05601,123,-0.5467,227,0.48357,126,-0.4586,161,-0.0762,127,-0.4494,159,-0.0897
ENSG00000158747,NBL1,70,-1.5115,214,0.20202,169,-0.1940,452,1.50162,129,-0.6020,174,-0.1454,166,-0.2020,169,-0.1705
ENSG00000158748,HTR6,0,-7.4051,10,-1.2928,26,0.18588,2,-3.2492,40,0.88414,30,0.44524,38,0.77890,33,0.53604
ENSG00000162545,CAMK2N1,419,0.17434,175,-1.1854,320,-0.2818,552,0.63241,374,-0.0074,391,0.07164,264,-0.5566,551,0.62952
ENSG00000090432,MUL1,36,-0.0385,27,-0.5042,31,-0.2811,50,0.49091,36,-0.0238,44,0.32892,30,-0.3209,39,0.07635
ENSG00000183114,FAM43B,17,-0.9791,75,1.42671,22,-0.6447,25,-0.4228,30,-0.1492,40,0.36658,14,-1.2271,40,0.32411
ENSG00000158828,PINK1,212,-0.7005,460,0.53213,309,-0.1300,454,0.51316,371,0.17802,264,-0.4020,357,0.11581,320,-0.0568
ENSG00000244038,DDOST,12,-1.8907,33,-0.3242,39,-0.0696,52,0.39806,44,0.10701,43,0.10688,60,0.63188,42,0.05395
ENSG00000189410,SH2D5,8,-3.7961,30,-1.9308,101,-0.1003,107,0.00564,264,1.56238,143,0.55144,108,0.01327,62,-0.8454
ENSG00000127483,HP1BP3,261,0.82704,75,-1.1498,139,-0.2343,83,-1.0048,202,0.39654,163,0.05166,188,0.27507,171,0.12418
ENSG00000075151,EIF4G3,46,-0.9165,139,0.86565,58,-0.6068,76,-0.1326,106,0.41237,94,0.24560,50,-0.7905,103,0.36502
ENSG00000076864,RAP1GAP,57,-3.3319,313,-0.8147,454,-0.2650,408,-0.4073,1174,1.36493,663,0.42518,547,0.05802,541,0.04192
ENSG00000090686,USP48,42,-0.9499,43,-0.8982,60,-0.4334,171,1.34907,75,-0.0573,99,0.45738,58,-0.4628,66,-0.2414
ENSG00000070831,CDC42,293,0.53261,451,1.28289,147,-0.6256,277,0.43938,166,-0.3838,188,-0.2054,154,-0.5019,103,-1.1111
ENSG00000173372,C1QA,61,0.81531,0,-7.3846,27,-0.5351,15,-1.3188,4,-3.0680,21,-0.9698,102,1.75822,92,1.55838
ENSG00000173369,C1QB,133,1.55343,18,-1.6479,47,-0.2233,14,-1.9889,10,-2.4710,34,-0.7639,147,1.74707,52,-0.0553
ENSG00000004487,KDM1A,37,-0.1944,51,0.30481,31,-0.5398,18,-1.3109,54,0.38599,52,0.37747,63,0.64035,34,-0.3214
ENSG00000169641,LUZP1,11,-1.5266,24,-0.4129,31,-0.0358,10,-1.7588,51,0.80136,45,0.67763,15,-1.0746,50,0.77768
ENSG00000125944,HNRNPR,223,0.95210,93,-0.4788,98,-0.4369,154,0.32571,145,0.23398,107,-0.2865,98,-0.3888,135,0.11227
ENSG00000117318,ID3,40,0.09845,2,-4.1657,14,-1.5588,45,0.27530,1,-4.7114,5,-3.1739,25,-0.6418,225,3.71373
ENSG00000142676,RPL11,1302,1.64393,235,-1.1818,405,-0.3852,419,-0.2954,356,-0.5496,322,-0.7737,710,0.55833,571,0.19949
ENSG00000057757,PITHD1,161,-0.2225,377,1.20268,118,-0.7666,255,0.52504,219,0.27043,161,-0.2419,133,-0.5207,146,-0.3762
ENSG00000011009,LYPLA2,10,-2.7131,98,0.73668,47,-0.5050,70,0.17760,96,0.69346,50,-0.4022,92,0.62002,68,0.13061
ENSG00000189266,PNRC2,47,0.44802,37,0.09189,38,0.15111,22,-0.7378,27,-0.4266,27,-0.4667,55,0.72396,35,-0.0299
ENSG00000188529,SRSF10,61,0.46059,72,0.72466,42,-0.1522,22,-1.0983,51,0.16864,41,-0.2104,43,-0.0914,44,-0.0632
ENSG00000001461,NIPAL3,218,1.49380,182,1.15670,51,-0.9859,90,-0.0139,56,-0.7712,88,-0.0677,35,-1.4546,54,-0.8191
ENSG00000133226,SRRM1,74,1.00196,30,-0.4921,39,-0.0558,5,-2.9336,42,0.06493,45,0.17584,56,0.52753,30,-0.4722
ENSG00000169504,CLIC4,331,3.00558,12,-2.6092,40,-0.9521,17,-2.1366,29,-1.3269,25,-1.6984,84,0.30293,96,0.51487
ENSG00000117614,SYF2,89,0.89598,18,-1.5995,44,-0.2913,46,-0.1611,67,0.42080,67,0.48296,32,-0.7150,42,-0.3250
ENSG00000117616,RSRP1,98,0.95069,12,-2.3066,51,-0.1481,36,-0.6545,69,0.37060,56,0.01937,49,-0.1987,75,0.49273
ENSG00000183726,TMEM50A,126,0.53657,32,-1.5895,81,-0.1995,56,-0.7481,106,0.24628,101,0.19845,93,0.03910,130,0.58581
ENSG00000204178,MACO1,32,0.29143,34,0.36179,31,0.25609,1,-4.6384,34,0.38539,34,0.43773,13,-1.1094,25,-0.1275
ENSG00000117643,MAN1C1,5,-2.4125,24,-0.1222,20,-0.4010,37,0.58087,20,-0.3721,28,0.15996,34,0.44693,40,0.73754
ENSG00000162430,SELENON,59,0.01914,64,0.14753,45,-0.4540,50,-0.2528,43,-0.4709,64,0.15229,66,0.18295,86,0.62092
ENSG00000117640,MTFR1L,83,-0.5663,129,0.12959,79,-0.6968,205,0.90185,150,0.37493,140,0.29479,65,-0.9494,121,0.01969
ENSG00000117632,STMN1,987,1.44243,1284,1.95981,129,-1.9491,878,1.22619,88,-2.3870,254,-0.8781,149,-1.6062,99,-2.2124
ENSG00000142684,ZNF593,16,-0.6426,31,0.41599,26,0.15236,18,-0.4353,21,-0.2241,24,0.04260,31,0.40305,22,-0.1441
ENSG00000142669,SH3BGRL3,195,0.02999,334,0.93157,131,-0.6455,260,0.50042,102,-0.9741,161,-0.2961,274,0.58949,160,-0.2829
ENSG00000158062,UBXN11,21,-0.5567,13,-1.3424,35,0.23716,31,0.03631,53,0.90027,41,0.51908,26,-0.2476,11,-1.5403
ENSG00000117682,DHDDS,0,-7.4800,29,0.26610,27,0.16781,33,0.47031,15,-0.7319,31,0.42529,37,0.65219,16,-0.6494
ENSG00000198830,HMGN2,408,1.75904,107,-0.5237,95,-0.7677,133,-0.1823,114,-0.4173,108,-0.5539,186,0.35687,135,-0.1529
ENSG00000117713,ARID1A,64,-0.3094,53,-0.6159,69,-0.2289,103,0.45391,99,0.37868,83,0.11389,55,-0.5612,104,0.46564
ENSG00000204160,ZDHHC18,10,-2.1078,88,1.31553,27,-0.6792,31,-0.4199,55,0.49072,40,-0.0355,32,-0.3516,55,0.49360
ENSG00000142751,GPN2,8,-1.5813,0,-6.6444,16,-0.5237,29,0.42264,27,0.33641,27,0.34798,25,0.17812,47,1.25186
ENSG00000090273,NUDC,136,0.41794,109,0.05591,92,-0.2374,62,-0.8270,100,-0.0755,113,0.12595,78,-0.4782,158,0.66411
ENSG00000253368,TRNP1,0,-7.9300,83,1.43680,23,-0.7508,55,0.70284,52,0.60937,32,-0.1584,21,-0.8432,35,-0.0074
ENSG00000090020,SLC9A1,0,-8.0583,45,0.23710,31,-0.4021,31,-0.3293,46,0.28832,52,0.56802,21,-0.9425,77,1.16012
ENSG00000142784,WDTC1,49,0.27341,42,0.04500,35,-0.3095,50,0.31469,40,-0.0606,45,0.17227,27,-0.6844,45,0.13517
ENSG00000186501,TMEM222,111,0.12954,145,0.57447,59,-0.9339,130,0.40002,72,-0.5460,123,0.34187,95,-0.1043,103,0.01698
ENSG00000158195,WASF2,107,2.08720,4,-2.9764,25,-0.4909,0,-5.3704,24,-0.4725,23,-0.6333,28,-0.2595,71,1.29119
ENSG00000126705,AHDC1,2,-4.3943,68,0.35005,48,-0.2345,31,-0.8557,83,0.69277,72,0.51238,47,-0.2204,74,0.49524
ENSG00000126709,IFI6,123,-0.2207,144,0.03146,106,-0.5101,99,-0.5665,65,-1.2091,99,-0.6192,204,0.60013,371,1.67498
ENSG00000009780,FAM76A,41,0.67213,24,-0.2128,23,-0.2634,16,-0.8397,26,-0.0844,34,0.42013,26,-0.0492,24,-0.1893
ENSG00000117758,STX12,121,0.67008,169,1.26571,63,-0.4252,39,-1.1139,51,-0.6985,67,-0.3062,85,0.09105,76,-0.0808
ENSG00000117751,PPP1R8,25,-0.5281,8,-2.2293,37,0.07423,11,-1.7988,42,0.25128,46,0.47656,62,0.92682,42,0.25025
ENSG00000117748,RPA2,59,-0.0596,39,-0.7217,37,-0.8809,83,0.49168,49,-0.3692,94,0.80152,47,-0.4348,78,0.39199
ENSG00000126698,DNAJC8,63,-0.2976,94,0.34735,57,-0.4974,66,-0.2110,68,-0.1615,73,-0.0597,97,0.39319,109,0.59904
ENSG00000130770,ATP5IF1,134,-1.0031,556,1.31845,192,-0.5062,342,0.47097,237,-0.1253,218,-0.2878,260,0.02524,213,-0.2888
ENSG00000180098,TRNAU1AP,48,1.33305,31,0.54169,18,-0.3796,0,-4.7898,12,-0.8996,24,0.15965,8,-1.4243,36,0.80567
ENSG00000198492,YTHDF2,64,0.11714,78,0.43370,50,-0.3064,52,-0.2123,70,0.25888,77,0.48300,41,-0.5840,36,-0.7743
ENSG00000159023,EPB41,13,-1.2177,2,-3.4803,36,0.40151,2,-3.7377,85,1.89678,40,0.61110,8,-1.9195,26,-0.1590
ENSG00000116350,SRSF4,52,0.04447,60,0.28219,27,-1.0343,85,0.86028,27,-0.9499,65,0.45893,41,-0.3359,56,0.16068
ENSG00000116353,MECR,16,-1.1192,39,0.25139,27,-0.3479,15,-1.2584,41,0.32761,47,0.62705,37,0.17926,38,0.20154
ENSG00000162511,LAPTM5,103,1.68842,26,-0.6028,40,0.06928,6,-2.7420,11,-1.9403,22,-0.9587,61,0.73979,57,0.61466
ENSG00000162512,SDC3,165,-0.6795,85,-1.6876,225,-0.2203,291,0.21328,227,-0.1840,351,0.60244,324,0.38998,305,0.29106
ENSG00000134644,PUM1,78,-0.9298,194,0.51962,114,-0.3711,123,-0.2236,197,0.53967,161,0.23422,135,-0.0784,137,-0.0469
ENSG00000060688,SNRNP40,46,0.43433,37,0.06253,16,-1.3028,89,1.59229,16,-1.1521,31,-0.2408,30,-0.2614,41,0.23252
ENSG00000121766,ZCCHC17,54,-0.4244,131,1.03264,54,-0.4738,132,1.04317,55,-0.3865,47,-0.6922,87,0.34409,45,-0.7117
ENSG00000121769,FABP3,34,-0.4204,130,1.89963,23,-1.0527,84,1.07711,14,-1.7326,46,0.06637,14,-1.7671,27,-0.7646
ENSG00000162517,PEF1,44,-0.5819,98,0.70141,50,-0.4363,64,-0.0104,67,0.07648,59,-0.1540,83,0.41584,67,0.08071
ENSG00000084636,COL16A1,168,1.85229,33,-0.8799,45,-0.4621,93,0.77201,18,-1.7454,36,-0.8081,43,-0.4909,66,0.20280
ENSG00000121753,ADGRB2,37,-3.3129,98,-1.9002,311,-0.1694,290,-0.2601,628,1.01904,524,0.82177,339,-0.0136,355,0.06094
ENSG00000184007,PTP4A2,700,2.61007,82,-1.1537,119,-0.6496,100,-0.8545,98,-0.8856,122,-0.6034,179,0.05511,89,-1.0360
ENSG00000121774,KHDRBS1,191,0.45542,135,-0.1025,115,-0.4034,140,-0.0512,127,-0.2089,162,0.21047,122,-0.2722,176,0.32084
ENSG00000025800,KPNA6,25,-0.4594,68,1.16901,20,-0.8647,27,-0.3229,29,-0.2458,33,-0.0218,61,0.97723,20,-0.7919
ENSG00000084652,TXLNA,36,-0.3460,42,-0.0844,37,-0.3243,45,0.02409,29,-0.6625,43,-0.0669,45,-0.0001,89,1.15685
ENSG00000084623,EIF3I,83,-0.4337,206,1.04780,95,-0.2641,122,0.16386,88,-0.3530,95,-0.2553,64,-0.8313,157,0.57740
ENSG00000175130,MARCKSL1,1391,2.95581,113,-1.4998,157,-1.0900,271,-0.1630,72,-2.1741,163,-1.0317,296,-0.0221,217,-0.5127
ENSG00000160058,BSDC1,77,0.73101,49,-0.0220,34,-0.6441,51,0.06415,57,0.21984,58,0.29945,23,-1.1622,53,0.10172
ENSG00000176261,ZBTB8OS,25,-0.4247,48,0.59251,26,-0.4009,70,1.25921,36,0.13051,26,-0.3993,31,-0.0939,16,-1.1182
ENSG00000162521,RBBP4,90,-0.0231,67,-0.4831,67,-0.5305,101,0.16075,109,0.28816,64,-0.6105,155,0.86851,129,0.56239
ENSG00000134684,YARS,43,-1.2083,189,1.15914,94,-0.0239,39,-1.3672,129,0.49663,86,-0.1685,64,-0.6174,125,0.44832
ENSG00000116497,S100PBP,51,0.83092,13,-1.3207,33,0.13557,19,-0.7238,39,0.39155,27,-0.2228,18,-0.8091,47,0.67445
