p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.10363135497740467,0.711,0.512,0,1,MEF2C
0,0.14677334299497657,0.662,0.465,0,1,NXPH1
0,0.2305075182930052,0.66,0.469,0,1,EFNB2
0,0.16298611822471099,0.674,0.487,0,1,ARL4C
0,0.11132015387853667,0.654,0.478,0,1,SLC41A1
0,0.11341000540829743,0.688,0.513,0,1,DMD
0,0.18583843075180861,0.732,0.56,0,1,NPTXR
0,0.15146967384285714,0.692,0.521,0,1,RTP5
0,0.5968756251910605,0.739,0.569,0,1,CORT
0,0.18807184460200066,0.642,0.473,0,1,PRPS2
0,0.27999737449062145,0.683,0.515,0,1,ADCY1
0,0.13981546811481757,0.656,0.491,0,1,FBXW7
0,0.16643245666558198,0.651,0.488,0,1,RXRG
0,0.2650374612195443,0.663,0.501,0,1,KIT
0,0.10895298386368235,0.66,0.498,0,1,TDRP
0,0.2241094892693999,0.637,0.476,0,1,EPHB1
0,0.24155428578751037,0.611,0.45,0,1,STUM
0,0.16734850135809173,0.633,0.476,0,1,GFRA1
0,0.14342688031281814,0.689,0.532,0,1,RGS12
0,0.21479582523320306,0.676,0.52,0,1,GNG4
0,0.10995256635699047,0.674,0.52,0,1,CMSS1
0,0.2674882804712772,0.672,0.52,0,1,EPHA4
0,0.22708634228288144,0.679,0.527,0,1,OPCML
0,0.13305428951147857,0.64,0.489,0,1,ODF2L
0,0.23829301325685162,0.656,0.508,0,1,CDK14
0,0.556661968949479,0.639,0.496,0,1,KCNT1
0,0.3214292942385114,0.634,0.494,0,1,NPTX2
0,0.17718844025774994,0.606,0.467,0,1,TRMT9B
0,0.11631371869441309,0.644,0.511,0,1,TEAD1
0,0.20532370635377495,0.633,0.501,0,1,IQCA1
0,0.3095581297182908,0.909,0.937,0,1,GNG7
0,0.4432589319521125,0.939,0.958,0,1,ATP2B1
0,0.5429515130576026,0.895,0.914,0,1,PRKCB
0,0.3255647945387219,0.945,0.962,0,1,FBXL16
0,0.20060872159294885,1,0.985,0,1,MTRNR2L12
0,0.32402751786792683,0.948,0.962,0,1,PHYHIP
0,0.17622074088863915,0.971,0.983,0,1,NSG2
0,0.33409002542593136,0.977,0.988,0,1,PPP3CA
0,0.5297029645471656,0.833,0.823,0,1,PPP1R1A
0,0.1501458045514319,0.984,0.992,0,1,THY1
0,0.10016255078668967,0.957,0.964,0,1,ENO2
0,0.3414721622032415,0.976,0.983,0,1,PPP1R1B
0,0.24852096336447582,0.946,0.952,0,1,CHN1
0,0.3438585919363377,0.938,0.944,0,1,CAMK2B
0,0.1725447665819395,0.989,0.983,0,1,PLP1
0,0.5197460871394375,0.953,0.958,0,1,HPCA
0,0.10766569893957456,0.993,0.998,0,1,NCDN
0,0.5050365292678558,0.982,0.977,0,1,NRGN
0,0.5091074992787816,0.896,0.891,0,1,PDE1B
0,0.19618531714778165,0.994,0.998,0,1,DKK3
0,0.2848699324941055,0.994,0.997,0,1,PCP4
0,0.1332273417590688,0.982,0.984,0,1,SPARCL1
0,0.4281355572371899,0.885,0.886,0,1,TAC1
0,0.10696835933579774,0.998,0.999,0,1,CKB
0,0.20445081880667182,0.987,0.987,0,1,SLC1A2
0,0.1895537144753905,0.951,0.951,0,1,TSC22D1
2.2972135961683037e-307,0.13701137655644072,0.675,0.528,4.5415912796247364e-304,1,FAM210B
7.802383943832452e-307,0.644293526221206,0.752,0.77,1.5425313056956758e-303,1,LINC00632
2.4082951966863382e-306,0.4978484536933405,0.879,0.909,4.7611996038488906e-303,1,ANO3
8.015224760991536e-290,0.7787600587116694,0.595,0.479,1.5846099352480266e-286,1,COL25A1
2.299996712484498e-288,0.2034777183585832,0.945,0.964,4.547093500581853e-285,1,CTXN1
9.633479425767708e-287,0.16980921529791204,0.66,0.526,1.9045388824742758e-283,1,TMEM178A
4.5516072554661675e-286,0.1270642478095823,0.728,0.562,8.998527544056614e-283,1,LINGO1
2.3139427101783445e-283,0.17426975256346378,0.94,0.955,4.574664738022587e-280,1,NSF
4.76979442458102e-280,0.39847533519008344,0.598,0.475,9.429883577396676e-277,1,HS6ST3
4.936265401690982e-280,0.3197152899217377,0.816,0.701,9.758996699143071e-277,1,NPY
2.5793826672997472e-279,0.11442344746455213,0.703,0.542,5.0994395332516e-276,1,PRKCE
7.835688187965706e-277,0.12341749239237476,0.981,0.993,1.54911555476082e-273,1,ARPP21
5.0132329387536434e-269,0.28366755281734957,0.651,0.512,9.911161519915953e-266,1,KCNH3
9.739111351781257e-269,0.27444848546373213,0.579,0.455,1.9254223142471545e-265,1,KL
1.159176096031589e-255,0.2804271401766942,0.654,0.512,2.291691141854451e-252,1,CDS1
