p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.17014027901267204,0.314,0.65,0,1,OPRM1
0,0.3146519723790949,0.318,0.648,0,1,PCDH11X
0,0.1484265654199567,0.337,0.659,0,1,UNC5D
0,0.15161857558843306,0.37,0.679,0,1,SLC5A3
0,0.4598921561904763,0.358,0.664,0,1,ARHGAP6
0,0.1844696716183606,0.375,0.679,0,1,PLPPR5
0,0.79027561558731,0.299,0.603,0,1,DGKK
0,0.21479179344237576,0.36,0.663,0,1,SPEF2
0,0.2744804903322904,0.359,0.661,0,1,NPNT
0,0.408280274782309,0.362,0.664,0,1,HCN1
0,0.2547179593647313,0.316,0.618,0,1,CRNDE
0,0.3279127364175825,0.392,0.688,0,1,RADX
0,0.8170325705886802,0.377,0.669,0,1,FNDC9
0,0.40093918057261385,0.369,0.661,0,1,SEMA3E
0,0.6568123952038895,0.373,0.664,0,1,PNMA5
0,0.4890688524829915,0.377,0.667,0,1,KCTD8
0,0.152120328342552,0.392,0.68,0,1,RTP5
0,0.6799901032027826,0.39,0.675,0,1,KLF5
0,0.33010421380299293,0.405,0.688,0,1,TMEM272
0,0.263995090837959,0.369,0.651,0,1,OPRK1
0,0.2034894320879701,0.344,0.626,0,1,AK7
0,0.13931565789979006,0.346,0.626,0,1,DYDC2
0,0.49912037398170794,0.374,0.651,0,1,POU3F1
0,0.8781619171392545,0.403,0.671,0,1,CBLN4
0,0.14458252431096266,0.405,0.665,0,1,RFX3
0,0.6239062740671645,0.431,0.691,0,1,EPB41L4B
0,0.25748629729646344,0.457,0.713,0,1,ST6GALNAC5
0,0.895862019034538,0.421,0.675,0,1,MAGEL2
0,0.24490751992923743,0.438,0.692,0,1,PNMA8C
0,0.2160303167351772,0.439,0.687,0,1,CCDC88C
0,0.3006497893027432,0.381,0.624,0,1,SMOC2
0,0.10105415022634312,0.469,0.711,0,1,CYB561
0,0.12052288475288286,0.456,0.696,0,1,SLITRK4
0,0.2586526274874942,0.381,0.619,0,1,SCIN
0,0.267376492692019,0.392,0.629,0,1,ZMYND10
0,0.31562739663170947,0.454,0.691,0,1,CNTNAP3B
0,0.5420149232893585,0.439,0.674,0,1,SSTR2
0,0.10733640476891426,0.477,0.711,0,1,LRRTM1
0,0.3196429256118766,0.465,0.699,0,1,PRMT8
0,0.17674839162838113,0.457,0.687,0,1,ZNF83
0,0.11064873649441942,0.491,0.72,0,1,CAMK1G
0,0.14819798942167306,0.497,0.724,0,1,KCNQ5
0,0.12136313792175257,0.376,0.602,0,1,ECRG4
0,0.29101728391954995,0.498,0.721,0,1,HS6ST2
0,0.4198832199513375,0.457,0.678,0,1,PRKCH
0,0.4561801285928136,0.487,0.708,0,1,POU3F4
0,1.232247672898714,0.404,0.625,0,1,ARHGAP36
0,0.1584781825516508,0.487,0.706,0,1,RGS7
0,0.22018253672382015,0.514,0.729,0,1,PTPRO
0,0.11497378967837174,0.431,0.645,0,1,HES5
0,0.26250968469764424,0.514,0.728,0,1,NUDT11
0,0.305414132685065,0.406,0.614,0,1,ABI3BP
0,0.14777167170299238,0.469,0.663,0,1,SHC2
0,0.10741455281953662,0.462,0.654,0,1,RESP18
0,0.18101543209769,0.506,0.698,0,1,PARM1
0,0.6235734503322251,0.456,0.636,0,1,PYDC1
0,0.528698678945487,0.496,0.674,0,1,CD24
0,1.0669844921789753,0.469,0.642,0,1,CARTPT
0,0.17207469499265043,0.453,0.624,0,1,TRAC
0,0.36806563847707147,0.521,0.667,0,1,CRLF1
0,0.4687891080493658,0.698,0.775,0,1,DIRAS3
0,0.2416087762796426,0.753,0.807,0,1,HTR2C
0,0.24096785514245278,0.737,0.696,0,1,MT1G
0,0.12908906283419475,0.951,0.926,0,1,CRYM
0,0.358615087453944,0.997,0.982,0,1,PENK
0,0.10409879984198556,0.874,0.862,0,1,CALB1
1.9039260115235773e-289,0.11234965926765073,0.762,0.835,3.7640617247821126e-286,1,PDYN
1.9061122780121955e-229,0.1344523193530015,0.54,0.731,3.768383973630111e-226,1,SH2D5
4.3898216056798975e-212,0.21370654265277028,0.537,0.616,8.678677314429158e-209,1,NPAS4
7.905194148729282e-196,0.36615318033618427,0.538,0.661,1.562856883203779e-192,1,ACAP1
3.01411556784944e-182,0.31949023747941374,0.525,0.595,5.958906477638342e-179,1,HSPA6
1.3818886479536166e-155,0.11337898280192249,0.559,0.738,2.7319938570043e-152,1,CCDC6
1.845088907979982e-144,0.1534516056044577,0.569,0.746,3.6477407710764244e-141,1,FAT3
3.0570044053226603e-127,0.18626605963681964,0.562,0.715,6.0436977093228995e-124,1,UTRN
7.720877295736395e-125,0.17580373467166566,0.573,0.695,1.5264174413670855e-121,1,TSTD1
2.582303084124558e-66,0.5502441909345717,0.623,0.738,5.105213197314251e-63,1,MAN1A1
1.435170966461709e-35,0.14495882363393786,0.665,0.786,2.8373330006947986e-32,1,GDA
4.850948018519563e-34,0.11625104820467169,0.587,0.738,9.590324232613175e-31,1,KCTD12
1.308071983184345e-31,0.15350869116697607,0.597,0.747,2.58605831075545e-28,1,PLPPR1
2.624382715825635e-31,0.27452605780260253,0.587,0.746,5.18840462918728e-28,1,GPR6
2.835560838457525e-24,0.1534798855102324,0.647,0.761,5.605903777630527e-21,1,CARHSP1
1.4883421408645396e-14,0.5706350630290837,0.565,0.569,2.942452412489195e-11,1,MT1H
2.6389269437827952e-12,0.11690733300962308,0.614,0.722,5.217158567858586e-9,1,AL020994.2
0,0.1423011704922541,0.87,0.483,0,2,COL25A1
0,0.22553308007832573,0.854,0.476,0,2,FOXP2
0,0.25443647114598544,0.838,0.471,0,2,STUM
0,0.16768556516966907,0.847,0.481,0,2,NOS1
0,0.14413564097436693,0.862,0.502,0,2,GFRA1
0,0.3241656838419391,0.851,0.491,0,2,HS6ST3
0,0.2508469965277548,0.827,0.484,0,2,CPNE4
0,0.5954206162391913,0.822,0.482,0,2,SEMA5B
0,0.1545205399152325,0.787,0.453,0,2,FRZB
0,0.26703245156968225,0.86,0.526,0,2,TSHZ1
0,0.134634683008855,0.84,0.51,0,2,IFT57
0,0.23237244107009525,0.891,0.564,0,2,NRIP3
0,0.31291903608801175,0.854,0.527,0,2,RELN
0,0.24166089337690463,0.854,0.528,0,2,CDK14
0,0.16316707621310933,0.889,0.568,0,2,DAB2IP
0,0.1577012807567656,0.839,0.52,0,2,ZNF711
0,0.13364647560549264,0.869,0.551,0,2,DLGAP1
0,0.17403807414362638,0.893,0.579,0,2,RASD1
0,0.10043499503090692,0.821,0.507,0,2,RXRG
0,0.2733010021167683,0.892,0.579,0,2,CNR1
0,0.23641382059860983,0.829,0.521,0,2,PLXNC1
0,0.3550111336143924,0.888,0.582,0,2,SV2B
0,0.2321628224058894,0.866,0.56,0,2,NUDT4
