p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.215434838347489e-188,0.42642492051296443,0.997,0.996,1.0310914675412986e-184,1,CPE
3.0401100732927114e-166,0.32800840265504316,0.999,0.998,6.01029761489969e-163,1,CLU
1.4753302864432634e-157,0.5145710482506862,0.99,0.987,2.9167279762983316e-154,1,SLC1A2
1.9811590103201428e-151,0.769666602763762,0.887,0.863,3.916751363402922e-148,1,GJA1
1.5276420676670864e-148,0.3484529896844206,0.998,0.993,3.0201483677778297e-145,1,APOE
1.3918672109755545e-139,0.7826093718427227,0.315,0.539,2.751721476098671e-136,1,ENTPD2
2.945160041916542e-129,0.5361177411892286,0.298,0.501,5.8225814028690037e-126,1,C10ORF105
4.804346616314597e-125,0.3636955276259066,0.328,0.53,9.498193260453958e-122,1,GMPR
3.7445702692055503e-124,0.40177254810218516,0.336,0.57,7.403015422219373e-121,1,HES6
1.6746688771763473e-118,0.651032517425906,0.875,0.852,3.3108203701776386e-115,1,ATP1B2
8.73064068910006e-118,0.5481862792296522,0.328,0.544,1.726047664235082e-114,1,CRB2
1.3932302376092686e-111,0.15354606399856285,0.318,0.512,2.7544161797535242e-108,1,CFAP126
6.530702545596763e-111,0.628203784159689,0.331,0.528,1.29111989326448e-107,1,TSPAN6
2.3176381074824345e-109,0.3027094912989159,0.358,0.57,4.581970538492773e-106,1,MT1H
1.4379159260378146e-107,0.3925021068815373,0.928,0.923,2.8427597857767593e-104,1,TTYH1
1.9144191076435337e-107,0.3653566347173882,0.935,0.928,3.7848065758112665e-104,1,AQP4
9.906364017670293e-107,0.42041444727644617,0.971,0.983,1.958488166293417e-103,1,SPARCL1
4.680994895512352e-103,0.4232881102632633,0.953,0.943,9.254326908427921e-100,1,ATP1A2
4.186098978097603e-102,0.3206570639717873,0.362,0.581,8.27591767969896e-99,1,NUPR1
9.139145730774802e-98,0.45524016395471545,0.376,0.591,1.8068091109741785e-94,1,AEBP1
1.0501640778684343e-92,1.1405085147350362,0.352,0.561,2.0761743819458945e-89,1,ITGB4
2.8582014910669592e-92,0.5172755844573436,0.879,0.871,5.6506643478393784e-89,1,TUBB2B
6.007540469021314e-92,0.8195668056515077,0.812,0.803,1.1876907507255137e-88,1,FGFR3
5.095414088845712e-90,0.32331060232605857,0.929,0.93,1.0073633653647973e-86,1,ALDOC
1.0279454262899524e-89,0.5842337119063277,0.356,0.541,2.0322481077752358e-86,1,CCN1
5.571214512270019e-88,0.3551942512487375,0.382,0.576,1.1014291090757828e-84,1,HBB
1.4607600011510898e-87,0.39310945401568276,0.924,0.923,2.8879225222757042e-84,1,SLC1A3
1.4140929084423735e-86,0.4448878500685063,0.89,0.889,2.7956616799905723e-83,1,HTRA1
3.5888801321596354e-86,0.16645768738555944,1,0.999,7.095216021279599e-83,1,MT3
6.548967823706093e-82,0.29765547077670296,0.38,0.566,1.2947309387466944e-78,1,LMNA
9.379324142791184e-81,0.6016935647677177,0.349,0.518,1.8542923830298172e-77,1,SULT1C4
7.41511462773616e-78,0.11200559192171533,0.4,0.605,1.4659681619034389e-74,1,CMTM5
2.8184824220125786e-76,0.24258784601774952,0.365,0.53,5.572139748318868e-73,1,CSRP2
7.914815617942585e-76,0.4380732317471421,0.362,0.517,1.564759047667249e-72,1,DNALI1
5.132700059431457e-75,0.2624607712197813,0.976,0.979,1.014734801749599e-71,1,GLUL
1.752808060518525e-73,0.641379700200112,0.377,0.564,3.465301535645124e-70,1,HES1
1.9760370758347743e-73,0.15555603676208807,0.753,0.515,3.906625298925349e-70,1,SLC35D3
7.565489280173331e-72,0.14065483884095775,0.393,0.578,1.4956972306902675e-68,1,HBA2
2.567702339380645e-71,0.7873454977939183,0.764,0.754,5.076347524955536e-68,1,AGT
1.5626072619408095e-67,0.1987989612753367,0.395,0.56,3.08927455685698e-64,1,CEBPD
1.6210916434740606e-66,0.4153113025915834,0.388,0.562,3.204898179148218e-63,1,CTSH
8.100118684081063e-66,0.10794706483139355,0.431,0.614,1.601393463842826e-62,1,KLK6
2.478772271644979e-65,0.49283530206089776,0.375,0.523,4.900532781042124e-62,1,FSTL1
5.066432722667912e-65,0.3417328303451064,0.908,0.909,1.001633749271446e-61,1,NTRK2
7.273698706493221e-65,0.18703113648820668,0.991,0.991,1.4380102342737099e-61,1,GPM6A
4.4250357691116364e-64,0.42116836714792794,0.704,0.506,8.748295715533705e-61,1,TRMT9B
4.974754650200385e-64,0.3587972417003064,0.418,0.583,9.835089943446161e-61,1,RARRES2
1.0129911948903282e-62,0.6868978807696751,0.397,0.577,2.002683592298179e-59,1,FAM181B
6.024863999937585e-62,0.8628946786730969,0.754,0.753,1.1911156127876604e-58,1,PLPP3
7.425260890928002e-61,0.222227754253364,0.718,0.515,1.467974078136466e-57,1,COL25A1
8.13479753498034e-61,0.13635460195277194,0.979,0.979,1.608249472665613e-57,1,C1ORF61
1.5222869197504212e-60,0.12311388144151625,0.999,0.998,3.0095612403465825e-57,1,CST3
1.664498821745148e-60,0.14009429587420819,0.386,0.544,3.290714170590158e-57,1,MYO15B
1.7403234011725242e-59,0.6630086938892343,0.376,0.533,3.4406193641180805e-56,1,SLC39A12
2.2468130123040595e-58,0.1742214477125188,0.44,0.621,4.4419493253251256e-55,1,MT1F
7.768091450850796e-57,0.8284243583311548,0.755,0.751,1.5357516798332025e-53,1,ETNPPL
2.1298699144869975e-56,1.0487902396105513,0.728,0.722,4.210752820940794e-53,1,EFEMP1
2.2255446446454033e-56,0.13268296189628814,0.664,0.478,4.399901762463962e-53,1,FOXP2
2.616144185065623e-55,0.12377022646131053,0.993,0.99,5.172117053874737e-52,1,PTGDS
9.266974490579204e-55,0.249581203421414,0.992,0.989,1.832080856787509e-51,1,MBP
1.063620713884219e-54,0.4519733196227874,0.429,0.62,2.102778151349101e-51,1,HHATL
1.0691492792721237e-54,0.21784252277590305,0.434,0.617,2.1137081251209886e-51,1,FAXDC2
7.713159452755965e-53,0.3296643120725293,0.412,0.563,1.5248916238098543e-49,1,C1QL1
8.840997946177685e-52,0.718991917373437,0.405,0.571,1.7478652939593282e-48,1,GRAMD2B
7.823412375116588e-50,0.16968094345871496,0.707,0.561,1.5466886265605493e-46,1,TRAC
1.028174033476404e-48,0.10692937397766744,0.435,0.578,2.0327000641828506e-45,1,VCAN
2.5244778703983566e-47,0.12727516055521493,0.462,0.626,4.990892749777551e-44,1,ANXA5
1.9526806836223684e-46,0.4283596967779377,0.396,0.511,3.860449711521422e-43,1,CRB1
9.256857237975865e-46,0.12888944958966864,0.999,0.999,1.8300806759478285e-42,1,CKB
3.032758342653893e-45,0.5981120725859096,0.401,0.54,5.995763243426746e-42,1,NR2F1
1.6840632454221867e-42,0.22150187290111767,0.469,0.643,3.3293930361996634e-39,1,PTTG1IP
3.5564706258699365e-41,0.44238354873491836,0.443,0.604,7.031142427344864e-38,1,HSPB8
6.377113330570771e-41,0.37378732358790634,0.886,0.914,1.2607553054538415e-37,1,APOC1
4.265608139909182e-40,0.16539896028197676,0.408,0.515,8.433107292600453e-37,1,TOGARAM2
4.974515089398371e-40,0.9384321472296677,0.729,0.712,9.83461633174058e-37,1,EDNRB
9.386344724026188e-40,0.3629932937583713,0.392,0.506,1.8556803519399773e-36,1,MORN5
4.114894981209602e-39,0.6483517897222506,0.419,0.541,8.135147377851383e-36,1,ITGB5
3.8826732809650547e-38,0.1337586432239798,0.468,0.614,7.676045076467913e-35,1,CERS2
4.171404493711682e-37,1.0426282009782213,0.408,0.549,8.246866684067994e-34,1,SLC6A11
6.5153031046463304e-37,0.14912965973415515,0.402,0.512,1.2880754237885796e-33,1,DYNLRB2
2.7188632685065324e-36,0.2763546136347481,0.464,0.623,5.375192681837415e-33,1,C1ORF198
1.1948013209582803e-35,0.19307591880775843,0.669,0.512,2.3621222115345203e-32,1,IFT57
1.401913475182027e-35,0.10392809778383932,0.431,0.541,2.771582940434868e-32,1,TMEM54
3.0065826037423426e-35,0.2303755881132048,0.405,0.511,5.944013807598612e-32,1,TCTEX1D1
1.5094647130195889e-34,0.26656858117951926,0.481,0.6,2.984211737639727e-31,1,FABP7
6.921855775076375e-34,0.36361729220531397,0.763,0.587,1.3684508867325993e-30,1,CACHD1
1.2981662784232352e-33,0.10702970831348968,0.694,0.526,2.566474732442736e-30,1,NME5
1.399364679676898e-32,0.11620881195968605,0.74,0.556,2.7665439717212273e-29,1,EPHA4
6.705603102124787e-32,0.3288632433971295,0.703,0.546,1.3256977332900705e-28,1,TDRP
1.1298236656539423e-31,0.16676207864929313,0.43,0.54,2.233661386997844e-28,1,B3GAT2
5.1155204626110504e-31,0.31495804838141017,0.458,0.591,1.0113383954582047e-27,1,RBP1
1.2228793937914835e-30,0.7622887047860838,0.726,0.738,2.4176325615257627e-27,1,GPR37L1
1.3750841251252339e-30,0.3219394646994402,0.44,0.557,2.7185413153725874e-27,1,TEAD1
6.466823444494065e-30,0.5141842194306911,0.447,0.587,1.2784909949764767e-26,1,ID2
1.1744114181330833e-29,0.4200159742594004,0.472,0.609,2.3218113736491057e-26,1,ZFP36L2
1.5270167848165695e-29,0.10885908297122904,0.514,0.675,3.018912183582358e-26,1,ZCCHC24
2.0251385646870322e-29,0.20905955845227228,0.629,0.487,4.0036989423862626e-26,1,STUM
3.8498164032632066e-29,0.13079798097312412,0.676,0.536,7.61108702925136e-26,1,WDR60
4.228145930664252e-29,0.14064198129305897,0.483,0.623,8.359044504923227e-26,1,SOX10
7.877165854419243e-29,0.2123347976113868,0.446,0.556,1.5573156894186843e-25,1,MIDN
8.130403977112926e-29,0.16848375770019636,0.755,0.58,1.6073808662752254e-25,1,PCDH7
9.329431346224017e-29,0.1417544303259417,0.872,0.891,1.844428577148488e-25,1,GPRC5B
2.4485155639001e-28,0.8419394939027552,0.415,0.539,4.840715269830498e-25,1,ZIC1
