p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,-0.8792926732573809,0.692,0.371,0,1,VIP
0,-0.6363997883435295,0.648,0.391,0,1,NTS
0,-1.0943805977538779,0.653,0.435,0,1,GABRQ
0,-2.158725859691823,0.656,0.44,0,1,ARHGAP36
0,-0.7519165873525626,0.658,0.446,0,1,RPRM
0,-1.074926863499798,0.649,0.45,0,1,PDE1A
0,-1.1796378550080129,0.655,0.463,0,1,NTNG2
0,-0.878728217699702,0.596,0.415,0,1,DRC1
0,-0.2975593831380372,0.602,0.428,0,1,TRHDE
0,-1.1676757603278838,0.589,0.419,0,1,NEK5
0,-1.0534534525357078,0.59,0.42,0,1,VWA3A
0,-0.4956069938859864,0.613,0.446,0,1,RXFP1
0,-0.9049841239254525,0.62,0.46,0,1,TMEM255A
0,-1.1640152569099556,0.592,0.434,0,1,CFAP126
0,-0.8797574589968948,0.582,0.425,0,1,CFAP300
0,-1.776121177796922,0.586,0.43,0,1,FAM183A
0,-0.6783949836857137,0.663,0.508,0,1,TAC3
0,-1.5206883219259857,0.582,0.427,0,1,TEKT1
0,-1.1075331986784107,0.581,0.427,0,1,MAPK15
0,-0.5983571818728314,0.647,0.494,0,1,NELL1
0,0.5422664609250181,0.482,0.635,0,1,TRAC
0,-0.849227791804501,0.579,0.427,0,1,SPAG17
0,0.9457606403570252,0.459,0.61,0,1,EYA1
0,-0.4359764240515944,0.622,0.473,0,1,MYO15B
0,-1.6761941829139295,0.579,0.43,0,1,LRRC46
0,-1.013063672253856,0.575,0.429,0,1,FOLR1
0,-0.4724215006617941,0.633,0.488,0,1,PLCXD3
0,-0.4464039836816003,0.594,0.449,0,1,CFAP70
0,-0.37713996414351114,0.629,0.486,0,1,IGFBP4
0,1.482682634990599,0.45,0.593,0,1,MME
0,-1.0417186445139874,0.574,0.431,0,1,ROPN1L
0,-1.6961873911983378,0.576,0.433,0,1,CFAP157
0,-1.8297276436129906,0.577,0.434,0,1,ODF3B
0,-0.9937258168494569,0.582,0.44,0,1,C10ORF105
0,-1.9099694590661473,0.645,0.504,0,1,APLNR
0,-0.3962899638989576,0.642,0.502,0,1,LUZP2
0,-1.5417455993812546,0.57,0.431,0,1,SPATA18
0,-1.6210230817275428,0.646,0.508,0,1,CARTPT
0,0.9598458542403963,0.435,0.573,0,1,EGR2
0,-2.128029695561173,0.574,0.436,0,1,AL357093.2
